departamento,year,month,chirps_precip_mm,fecha,precip_1,spi_1,precip_3,spi_3,precip_6,spi_6,precip_9,spi_9,precip_12,spi_12,evento_sequia_conocido,cat_oficial_spi_1,cat_recurrencia_spi_1,cat_oficial_spi_3,cat_recurrencia_spi_3,cat_oficial_spi_6,cat_recurrencia_spi_6,cat_oficial_spi_9,cat_recurrencia_spi_9,cat_oficial_spi_12,cat_recurrencia_spi_12,evento_spi_1_oficial,evento_spi_1_recurrencia,evento_spi_3_oficial,evento_spi_3_recurrencia,evento_spi_6_oficial,evento_spi_6_recurrencia,evento_spi_9_oficial,evento_spi_9_recurrencia,evento_spi_12_oficial,evento_spi_12_recurrencia,pago_spi_1,pago_spi_3,pago_spi_6,pago_spi_9,pago_spi_12,pago_spi_mejor
Caldas,1993,1,218.36607,1993-01-01,218.36607,1.0251817599946265,735.24335,0.5438566009280479,1468.92274,0.03958118951811889,2054.39847,-0.268337859337755,2584.99831,-0.7888563043300955,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,2,125.29978,1993-02-01,125.29978,-0.7282198831190978,575.42136,0.29035643082622936,1367.0775600000002,-0.3816499372108167,1848.9905800000001,-0.5007613658484963,2564.67121,-0.8431452663028013,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,3,254.50558,1993-03-01,254.50558,0.25791833961458,598.1714300000001,0.26072188695890536,1363.2454000000002,-0.26992859800304275,1967.3444,-0.23289791800810733,2653.5915099999997,-0.5421000380578396,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,4,326.68628,1993-04-01,326.68628,0.4289797749567828,706.49164,-0.11400707306982007,1441.73499,0.2583686855923865,2175.41438,-0.02019013472479833,2760.8901100000003,-0.25946317738630925,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,5,360.0008,1993-05-01,360.0008,0.853040061745286,941.1926599999999,0.7079416786877618,1516.61402,0.5831539151317041,2308.2702200000003,0.03384399986551919,2790.1832400000003,-0.17886008400505485,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,6,112.00554,1993-06-01,112.00554,-1.464826700829741,798.69262,-0.13999249684460235,1396.8640500000001,0.06621228974286793,2161.93802,-0.26272584714807135,2766.03702,-0.24521033367839287,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,1,1,0,1,0,0,0,1,0,1,0.4648267008297411,0.0,0.0,0.0,0.0,0.0
Caldas,1993,7,161.54169,1993-07-01,161.54169,0.06124604722521036,633.54803,-0.36183926608134187,1340.03967,-0.33220661871282103,2075.28302,0.05560732785147303,2808.96241,-0.1501836958902469,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,8,198.39354,1993-08-01,198.39354,0.16769646690242085,471.94077,-0.5939718290467055,1413.1334299999999,-0.019374642562596384,1988.55479,0.14556628535605734,2780.21099,-0.25049150003914045,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,9,360.08984,1993-09-01,360.08984,1.419653229488044,720.0250699999999,0.7156045691519818,1518.71769,0.3975545570185507,2116.88912,0.413583183795389,2881.9630899999997,0.06063176392808599,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,10,271.5426,1993-10-01,271.5426,-1.2146960776970779,830.0259799999999,0.25444206463617125,1463.57401,-0.04910450599243647,2170.06565,-0.11235599777548748,2905.309,0.12873601214213581,0,Moderadamente seco,Sequía moderada,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,1,1,0,0,0,1,0,1,0,0,0.21469607769707788,0.0,0.0,0.0,0.0,0.0
Caldas,1993,11,359.41772,1993-11-01,359.41772,0.9602122723927949,991.0501599999999,0.6352411229773385,1462.99093,-0.01993666869463811,2404.18359,0.26401814888769903,2979.60495,0.340198766538774,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1993,12,202.02972,1993-12-01,202.02972,0.003464418415901053,832.9900399999999,-0.1573116931015161,1553.0151099999998,0.346416935585842,2351.70773,0.20048287738567777,2949.87916,0.248178845837539,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,1,181.23062,1994-01-01,181.23062,0.5437551134186304,742.67806,0.595568818768769,1572.70404,0.47000965117761,2206.25207,0.21071117325623606,2912.7437099999997,0.12423013283383841,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,2,222.95718,1994-02-01,222.95718,0.6422134661848786,606.2175199999999,0.4985772099843136,1597.26768,0.6685223098875842,2069.20845,0.18263347732890953,3010.4011100000002,0.3709581951056455,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,3,285.7033,1994-03-01,285.7033,0.7250064650304102,689.8911,0.8723801424056891,1522.88114,0.4379782163536826,2242.9062099999996,0.5866292775199909,3041.59883,0.45173138474634716,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,4,338.62198,1994-04-01,338.62198,0.6272797720716883,847.28246,0.9487374534158184,1589.9605199999999,0.8686765078207562,2419.9865,0.7356330715937932,3053.5345300000004,0.4783355238041254,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,5,293.28195,1994-05-01,293.28195,-0.21640202620337776,917.6072300000001,0.5225787322856204,1523.82475,0.6141186534363713,2514.8749099999995,0.7318232024661587,2986.8156799999997,0.3229492069083117,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,6,128.03027,1994-06-01,128.03027,-1.1418928429286623,759.9342,-0.4779881133373484,1449.8253,0.3099046398505901,2282.81534,0.15725319698907342,3002.84041,0.3695975309622882,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,1,1,0,1,0,0,0,0,0,0,0.14189284292866233,0.0,0.0,0.0,0.0,0.0
Caldas,1994,7,143.36581,1994-07-01,143.36581,-0.2212493966635115,564.67803,-0.9957454430412068,1411.96049,0.05362667607399187,2154.63855,0.3424533676742507,2984.66453,0.3550747893225577,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,8,150.8777,1994-08-01,150.8777,-0.49095547306080467,422.27378,-0.9844954543093467,1339.88101,-0.3878623723554417,1946.09853,-0.008105587052150937,2937.14869,0.22382778291410346,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,9,219.0397,1994-09-01,219.0397,-0.6408728607484531,513.28321,-0.7780732737033879,1273.21741,-0.8448951842424043,1963.10851,-0.17598549677594305,2796.09855,-0.2047932765515155,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,10,315.15332,1994-10-01,315.15332,-0.4258677434669521,685.07072,-0.8781438116765773,1249.7487500000002,-1.0772867802628117,2097.03121,-0.37764331447854665,2839.70927,-0.06016295092393803,0,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,1,1,0,1,0,1,0.0,0.0,0.07728678026281166,0.0,0.0,0.0
Caldas,1994,11,330.71957,1994-11-01,330.71957,0.4987307759650451,864.91259,-0.325833166510792,1287.18637,-0.7973371209836804,2204.7936,-0.4341477315337035,2811.01112,-0.13934684107370643,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1994,12,169.52492,1994-12-01,169.52492,-0.5226929925067979,815.3978099999999,-0.30357261628324506,1328.68102,-0.6414369181737724,2088.61522,-0.7070916103272046,2778.50632,-0.24958766962864798,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,1,83.64814,1995-01-01,83.64814,-1.1637268868488024,583.8926299999999,-0.5943605545246964,1268.96335,-0.8508373533885887,1833.64138,-1.0090717500404547,2680.9238400000004,-0.5139521777854265,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,1,1,0,1,0,1,1,1,0,1,0.16372688684880243,0.0,0.0,0.009071750040454685,0.0,0.009071750040454685
Caldas,1995,2,77.968216,1995-02-01,77.968216,-1.6844716907340318,331.141276,-1.7114206612785665,1196.053866,-1.241475021978858,1618.327646,-1.2780618295212833,2535.934876,-0.9261299886584831,0,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,Normal,Sequía leve,1,1,1,1,1,1,1,1,0,1,0.6844716907340318,0.7114206612785665,0.24147502197885795,0.27806182952128333,0.0,0.27806182952128333
Caldas,1995,3,241.90924,1995-03-01,241.90924,0.058551922980053475,403.525596,-1.284618279987122,1218.9234059999999,-0.959442955485173,1732.206616,-0.9953783172489195,2492.140816,-0.9844135990774534,0,Normal,Sin sequía,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,1,1,0,1,0,1,0,1,0.0,0.28461827998712197,0.0,0.0,0.0,0.0
Caldas,1995,4,336.06653,1995-04-01,336.06653,0.5852173853013433,655.943986,-0.5299514654630715,1239.836616,-0.6442574279815654,1924.907336,-0.8556996671995301,2489.585366,-0.9918010301408194,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,5,316.9457,1995-05-01,316.9457,0.17983101870986817,894.92147,0.3412817441811098,1226.062746,-0.7559818967004274,2090.975336,-0.7467901611872507,2513.249116,-0.927442316136107,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,6,259.75214,1995-06-01,259.75214,0.8146257572583772,912.7643700000001,0.7953040839711726,1316.2899659999998,-0.3166469374505928,2131.6877759999998,-0.3702717638643836,2644.9709860000003,-0.5732012989631913,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,7,282.88687,1995-07-01,282.88687,1.5516754561877564,859.58471,1.4412154989311379,1515.5286959999999,0.5868754279386744,2099.421326,0.1436213192175864,2784.492046,-0.22220979734231733,0,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,8,248.51639,1995-08-01,248.51639,0.7564912626276408,791.1554,1.4211681680951218,1686.0768699999999,1.2513023619694428,2017.218146,0.24808251523126496,2882.1307359999996,0.05951279983670556,0,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,9,212.01385,1995-09-01,212.01385,-0.7645030678167715,743.4171100000001,0.8656641086921772,1656.18148,1.035502602368895,2059.707076,0.19779608587191333,2875.104886,0.03962706574492964,0,Normal,Sequía leve,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1995,10,279.30728,1995-10-01,279.30728,-1.0682756184790139,739.83752,-0.43289532335359243,1599.42223,0.5527798163220035,2255.366216,0.1900439938016341,2839.258846,-0.06146998804522088,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,1,1,0,1,0,0,0,0,0,1,0.06827561847901387,0.0,0.0,0.0,0.0,0.0
Caldas,1995,11,233.49188,1995-11-01,233.49188,-1.2990379827893779,724.81301,-1.5107522648243799,1515.96841,0.20197561621915416,2410.8898799999997,0.2868174028998952,2742.031156,-0.3410886146283276,0,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,1,1,1,1,0,0,0,0,0,1,0.2990379827893779,0.5107522648243799,0.0,0.0,0.0,0.0
Caldas,1995,12,285.1286,1995-12-01,285.1286,1.1312369674285447,797.92776,-0.4509238067633299,1541.34487,0.2974663181865334,2454.1092399999998,0.535388041333378,2857.634836,-0.017280237231546793,0,Moderadamente húmedo,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,1,196.82246,1996-01-01,196.82246,0.753071756181615,715.44294,0.4044247635989143,1455.2804600000002,-0.01848989775494868,2314.86517,0.5400355839501615,2970.809156,0.27873397359033625,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,2,209.55536,1996-02-01,209.55536,0.48187536531232616,691.50642,1.0410404113978236,1416.31943,-0.14761239276499574,2207.47483,0.5872353296551724,3102.3963,0.606349055260085,0,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,3,314.88824,1996-03-01,314.88824,1.1324508966003841,721.26606,1.0692487470787548,1519.19382,0.42219838570970275,2262.61093,0.6426075235017923,3175.3753,0.7747192843950045,0,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,4,268.56467,1996-04-01,268.56467,-0.6126976917166879,793.00827,0.5540267950435073,1508.4512100000002,0.5379739458346854,2248.28873,0.2106833860340718,3107.8734400000003,0.610092103875488,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,5,377.05737,1996-05-01,377.05737,1.1050146852627978,960.51028,0.8574862354328356,1652.0167000000001,1.1491515494010447,2376.82971,0.2699035972837554,3167.9851099999996,0.7662066347869753,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,6,269.51837,1996-06-01,269.51837,0.9299401689644891,915.14041,0.813938258417454,1636.40647,1.1241482668245975,2434.3342300000004,0.6632842069106808,3177.7513400000003,0.8033036414875824,0,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,7,171.8681,1996-07-01,171.8681,0.2123445955085197,818.44384,1.138640444970175,1611.45211,1.0596188927208863,2326.89505,0.9418027599057884,3066.73257,0.5843070718318206,0,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,8,224.03699,1996-08-01,224.03699,0.4798248333968206,665.42346,0.7064444913089379,1625.9337400000002,0.9837047906251797,2317.44016,1.2680203751905612,3042.2531700000004,0.5321252005021366,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,9,218.87079,1996-09-01,218.87079,-0.6438133120209892,614.77588,-0.0027055730700331565,1529.9162900000001,0.4509229501128137,2251.18235,0.9055834029914845,3049.11011,0.5625831224556607,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,10,302.59497,1996-10-01,302.59497,-0.6450368398754059,745.50275,-0.38811876825278446,1563.94659,0.39898752131362514,2356.95486,0.540415238895692,3072.3977999999997,0.5973898250749613,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1996,11,222.04616,1996-11-01,222.04616,-1.5422540404425433,743.51192,-1.3441204933496222,1408.93538,-0.25196402206867785,2369.44566,0.14523787168073957,3060.95208,0.5651395764029826,0,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,1,1,1,1,0,1,0,0,0,0,0.5422540404425433,0.34412049334962225,0.0,0.0,0.0,0.0
Caldas,1996,12,178.85356,1996-12-01,178.85356,-0.36519378828953847,703.49469,-1.287484648598999,1318.2705700000001,-0.6899103677209955,2233.41098,-0.1987232224098383,2954.67704,0.26183394713817093,0,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,0,1,1,1,0,1,0,1,0,0,0.0,0.287484648598999,0.0,0.0,0.0,0.0
Caldas,1997,1,133.70761,1997-01-01,133.70761,-0.17901149691213736,534.6073299999999,-1.0075663623838396,1280.11008,-0.7988109218120835,2098.55392,-0.12667071903828206,2891.56219,0.06735879142083746,0,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,0,1,1,1,0,1,0,1,0,0,0.0,0.007566362383839564,0.0,0.0,0.0,0.0
Caldas,1997,2,215.60136,1997-02-01,215.60136,0.5550194723454599,528.16253,-0.04408797433464353,1271.67445,-0.8517018099960095,1937.09791,-0.22113218502072857,2897.6081900000004,0.07573471120296625,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1997,3,183.98434,1997-03-01,183.98434,-0.9609852258544488,533.29331,-0.21065743446485205,1236.788,-0.8712083348796776,1851.56388,-0.6001878714853723,2766.70429,-0.24287708115674403,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1997,4,282.6143,1997-04-01,282.6143,-0.34803188060386697,682.2,-0.3113159179693695,1216.80733,-0.753332030840259,1962.3100800000002,-0.7264879633210644,2780.7539199999997,-0.20777672448888693,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1997,5,225.61006,1997-05-01,225.61006,-1.483918690295489,692.2087,-1.434526345969967,1220.37123,-0.7842424362358751,1963.8831500000001,-1.228930855822131,2629.3066099999996,-0.60730338873691,0,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,1,1,1,1,0,1,1,1,0,1,0.48391869029548906,0.4345263459699671,0.0,0.22893085582213102,0.0,0.22893085582213102
Caldas,1997,6,215.19994,1997-06-01,215.19994,0.24894507675547378,723.4243,-0.8071261838525761,1256.71761,-0.609928332126058,1960.2123000000001,-1.0001094497885985,2574.98818,-0.7674152083961,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,0.00010944978859850352,0.0,0.00010944978859850352
Caldas,1997,7,65.93124,1997-07-01,65.93124,-1.823422796268734,506.74124,-1.5709385321380456,1188.94124,-1.1905465000162163,1723.54857,-1.3127517191527693,2469.05132,-1.1911906966760588,1,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,1,1,1,1,1,1,1,1,1,1,0.8234227962687339,0.5709385321380456,0.1905465000162163,0.31275171915276934,0.1911906966760588,0.31275171915276934
Caldas,1997,8,79.72419,1997-08-01,79.72419,-1.8241410598569474,360.85537,-1.5136193201867731,1053.0640700000001,-1.9776431386177333,1581.2266000000002,-1.4320092195578236,2324.73852,-1.7377982551091253,1,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,1,1,1,1,1,1,1,1,1,1,0.8241410598569474,0.5136193201867731,0.9776431386177333,0.43200921955782356,0.7377982551091253,0.43200921955782356
Caldas,1997,9,259.0791,1997-09-01,259.0791,0.01695012132402346,404.73452999999995,-1.7329195903462382,1128.15883,-1.6567248391876594,1661.45214,-1.4292150744368202,2364.94683,-1.6275108757092625,1,Normal,Sin sequía,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,0,0,1,1,1,1,1,1,1,1,0.0,0.7329195903462382,0.6567248391876594,0.42921507443682017,0.6275108757092625,0.42921507443682017
Caldas,1997,10,275.3895,1997-10-01,275.3895,-1.1418036754776462,614.19279,-1.4916627937689437,1120.93403,-1.755407665215574,1803.13403,-1.5128084378326205,2337.74136,-1.6127276383693192,1,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Severamente seco,Sequía severa,1,1,1,1,1,1,1,1,1,1,0.14180367547764616,0.49166279376894373,0.7554076652155739,0.5128084378326205,0.6127276383693192,0.5128084378326205
Caldas,1997,11,294.993,1997-11-01,294.993,-0.11449788832036521,829.4615999999999,-0.6126639925023648,1190.31697,-1.2566795049275892,1882.52567,-1.6583278141993736,2410.6882,-1.3608191427509735,1,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,0,1,0,1,1,1,1,1,1,1,0.0,0.0,0.2566795049275892,0.6583278141993736,0.3608191427509735,0.6583278141993736
Caldas,1997,12,57.4289,1997-12-01,57.4289,-3.214907279159059,627.8114,-2.014761727970341,1032.54593,-2.135764047992729,1755.9702300000001,-1.972403684948516,2289.26354,-1.794869532257702,1,Extremadamente seco,Sequía extrema,Extremadamente seco,Sequía extrema,Extremadamente seco,Sequía extrema,Severamente seco,Sequía severa,Severamente seco,Sequía severa,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.972403684948516,0.794869532257702,0.972403684948516
Caldas,1998,1,99.720665,1998-01-01,99.720665,-0.8114418988294606,452.142565,-1.7612532631638895,1066.335355,-1.8558953592463865,1573.076595,-1.9656116688343093,2255.276595,-1.789874598621714,1,Normal,Sequía leve,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Severamente seco,Sequía severa,0,1,1,1,1,1,1,1,1,1,0.0,0.7612532631638895,0.8558953592463865,0.9656116688343093,0.7898745986217139,0.9656116688343093
Caldas,1998,2,184.22629,1998-02-01,184.22629,0.1592844090486871,341.375855,-1.6100110550309812,1170.837455,-1.3751515244032537,1531.6928249999999,-1.5894149600126255,2223.901525,-1.871110107257797,1,Normal,Sin sequía,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Severamente seco,Sequía severa,0,0,1,1,1,1,1,1,1,1,0.0,0.6100110550309812,0.3751515244032537,0.5894149600126255,0.8711101072577969,0.5894149600126255
Caldas,1998,3,235.45784,1998-03-01,235.45784,-0.046246138233071644,519.404795,-0.3164959136953265,1147.216195,-1.3226876271249517,1551.950725,-1.6287839137649556,2275.3750250000003,-1.60981465503063,1,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Severamente seco,Sequía severa,0,1,0,1,1,1,1,1,1,1,0.0,0.0,0.3226876271249517,0.6287839137649556,0.60981465503063,0.6287839137649556
